SurfaceWindGustsMph,ZeroToTenLiquidSoilMoisturePercent,TenToFortyLiquidSoilMoisturePercent,FortyToOneHundredLiquidSoilMoisturePercent,SurfaceTemperatureFahrenheit,SurfaceDewpointTemperatureFahrenheit,SurfaceWetBulbTemperatureFahrenheit,RelativeHumidityPercent,brightness,bright_t31,frp
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,348.2,317.2,29.7
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,304.8,292.1,6.6
27.2,12.6,20.0,21.4,53.4,50.9,52.0,92,367.0,306.0,46.0
6.6,14.3,21.5,22.6,57.4,46.5,51.7,69,341.3,311.3,47.0
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,337.1,305.4,31.6
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,367.0,293.8,163.7
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,305.4,290.5,0.8
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,367.0,312.4,18.4
26.7,12.7,20.1,21.5,55.3,53.0,54.1,93,353.3,300.5,236.6
18.3,14.1,21.0,22.2,68.1,49.5,57.2,52,308.4,287.5,1.1
25.0,14.0,23.8,24.7,61.3,58.2,59.4,90,341.8,303.7,6.0
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,329.6,293.9,4.3
20.8,15.1,22.4,23.4,50.2,50.7,50.3,100,305.1,292.1,10.1
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,323.8,292.2,19.4
21.3,12.6,20.5,21.9,80.6,49.1,61.5,34,325.9,294.3,2.8
19.8,14.1,23.3,24.4,68.8,55.3,60.5,63,300.0,289.1,1.3
21.9,12.8,18.8,20.2,53.0,51.3,52.0,94,353.6,308.6,14.9
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,307.1,295.6,1.8
20.8,12.9,19.1,20.5,70.3,48.1,57.2,45,302.7,290.9,1.1
19.8,14.7,23.2,24.0,60.6,51.3,55.2,71,301.7,290.8,0.5
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,343.0,302.6,22.8
18.0,14.8,23.6,24.5,62.7,58.0,59.7,85,330.0,299.8,16.4
28.0,14.6,24.3,25.3,63.2,56.4,58.9,79,340.7,302.2,136.8
12.0,13.9,22.8,23.9,59.7,50.4,54.4,72,315.0,292.5,19.1
13.2,14.1,21.0,22.2,51.4,47.8,49.5,87,333.8,302.3,3.2
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,306.6,288.4,1.5
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,351.7,310.3,165.6
12.3,15.1,22.9,23.8,66.2,54.7,59.1,66,303.5,288.3,0.7
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,306.3,295.3,8.2
28.5,14.4,24.0,24.9,56.7,55.7,56.1,96,334.8,296.2,48.7
39.7,12.9,18.6,19.9,56.8,48.3,51.9,73,318.2,298.0,18.2
25.7,12.5,21.7,23.0,53.3,53.0,53.0,99,367.0,302.2,42.5
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,304.8,294.0,3.7
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,339.3,283.0,6.9
16.8,14.8,23.4,24.4,61.6,59.3,60.1,92,348.0,303.7,8.8
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,347.0,298.0,13.0
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,346.4,300.9,10.2
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,339.2,293.1,3.3
22.5,15.1,23.3,24.2,61.7,53.0,56.4,73,302.7,290.7,1.4
19.8,14.7,23.2,24.0,60.6,51.3,55.2,71,340.8,293.9,4.0
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,319.6,297.0,3.0
23.7,12.6,21.0,22.4,66.4,51.9,57.6,59,309.7,289.7,2.4
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,350.5,313.5,21.0
13.9,14.5,21.5,22.7,76.6,49.7,60.9,41,303.1,291.8,2.7
18.3,12.3,19.8,21.2,71.4,50.4,58.9,48,300.1,286.9,1.0
36.7,12.5,21.3,22.7,48.6,46.7,47.6,94,318.9,299.3,46.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,309.0,293.8,11.4
16.6,14.9,23.4,24.4,63.9,54.6,58.1,72,318.4,294.9,30.8
21.1,12.6,20.7,22.1,54.3,53.3,53.7,96,339.2,304.3,37.9
23.8,14.8,23.5,24.4,65.1,53.0,57.7,65,301.5,289.0,19.8
13.9,14.1,22.4,23.4,59.4,50.7,54.2,72,301.4,287.1,5.7
10.6,14.4,22.1,23.3,52.3,51.9,52.1,98,329.2,304.2,19.6
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,347.4,297.4,4.5
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,329.3,295.1,3.1
10.4,14.1,23.3,24.3,61.3,55.3,57.6,80,305.3,294.3,4.0
17.5,15.2,22.4,23.4,58.4,57.5,57.8,97,330.2,297.8,6.1
32.4,14.2,23.7,24.6,63.8,57.2,59.7,79,343.3,300.4,6.7
26.0,14.1,23.8,24.7,54.7,54.4,54.5,99,304.1,291.0,10.2
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,342.1,297.8,52.6
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,314.0,293.3,2.0
16.5,14.9,23.4,24.4,66.6,54.1,58.9,64,328.5,293.6,3.6
34.7,14.2,24.4,25.4,51.1,49.3,50.2,94,355.5,299.7,322.0
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,307.2,294.4,5.5
30.4,12.7,19.6,20.9,54.3,53.9,54.2,99,346.5,310.5,15.8
27.3,12.5,21.3,22.7,72.7,51.2,59.6,47,304.4,286.6,17.8
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,350.5,308.3,10.0
8.6,14.6,21.8,23.0,55.6,54.5,55.0,96,320.7,301.9,68.4
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,305.7,287.8,1.3
39.9,14.8,22.3,23.2,57.1,51.4,53.8,81,310.2,294.9,26.1
7.8,14.2,21.4,22.5,59.5,53.3,56.1,82,346.3,316.9,10.5
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,310.2,296.4,2.0
19.7,12.8,19.2,20.6,58.6,56.8,57.4,94,344.2,304.1,46.5
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,345.8,299.6,8.4
17.3,14.6,21.7,22.9,64.6,51.3,56.9,63,298.2,285.6,1.5
8.5,14.0,23.4,24.5,58.1,57.7,57.9,99,316.3,299.4,26.9
9.0,14.1,23.4,24.5,55.6,55.4,55.4,99,316.3,299.4,26.9
29.3,12.9,18.6,20.0,73.4,48.6,58.7,42,375.2,302.3,333.0
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,342.1,300.3,21.5
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,367.0,304.9,26.7
30.0,12.6,20.6,21.9,63.9,55.9,58.7,74,328.7,303.1,107.5
17.7,12.5,21.1,22.5,70.2,54.3,60.4,57,323.0,292.6,19.4
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,337.3,298.4,7.0
25.6,12.7,20.6,22.0,53.3,51.0,52.1,93,367.0,329.0,51.6
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,335.2,298.8,4.7
8.2,14.3,21.8,23.0,57.2,54.3,55.2,89,325.0,301.0,69.5
32.0,12.5,21.5,22.9,55.5,51.5,53.5,88,327.0,304.7,44.3
49.7,12.8,18.6,20.0,51.0,48.9,49.8,92,355.8,308.0,15.0
14.9,15.2,22.4,23.3,52.0,51.3,51.5,97,302.0,291.4,11.4
28.5,12.8,18.5,19.8,63.9,41.6,52.2,45,333.7,305.5,4.0
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,335.5,293.4,33.6
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,307.3,296.3,5.4
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,331.4,293.7,6.5
21.9,12.8,18.8,20.2,53.0,51.3,52.0,94,334.3,299.0,27.5
10.1,14.0,22.6,23.8,53.4,52.8,53.1,98,341.6,305.5,61.0
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,367.0,309.7,20.1
35.4,12.5,21.1,22.5,50.1,48.5,49.2,95,361.2,298.6,677.2
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,367.0,298.8,17.0
13.4,15.1,23.3,24.2,58.6,57.7,58.0,97,340.3,302.3,18.5
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,327.1,298.1,2.9
29.7,12.6,19.5,20.9,64.8,49.6,55.8,57,313.1,288.8,1.8
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,309.3,292.8,5.6
43.9,12.8,18.1,19.5,40.3,38.9,39.6,95,367.0,310.2,12.6
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,331.4,296.6,3.9
13.2,15.0,22.5,23.4,56.5,54.6,55.3,93,353.6,310.7,36.4
16.2,14.0,22.2,23.3,72.3,51.7,60.0,49,301.2,289.0,0.5
29.6,14.1,21.5,22.6,58.2,51.3,54.2,78,312.6,280.9,39.8
28.8,12.5,19.6,21.0,62.9,49.1,54.8,60,296.9,277.6,0.5
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,320.2,299.1,10.7
36.1,12.4,19.4,20.8,54.3,51.2,52.5,89,349.7,293.8,33.3
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,336.8,293.2,4.2
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,349.5,309.4,28.2
35.2,14.8,24.0,24.8,54.8,53.8,54.2,96,344.0,298.8,8.0
23.7,12.6,21.0,22.4,66.4,51.9,57.6,59,305.7,291.3,3.3
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,312.2,292.1,2.3
13.2,14.8,23.6,24.5,56.7,55.8,56.1,97,306.4,293.6,13.1
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,328.3,302.9,101.6
36.4,14.1,24.4,25.3,61.3,53.4,56.5,75,367.0,313.1,134.3
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,367.0,302.1,20.5
26.7,14.2,21.5,22.6,54.2,49.3,51.5,84,339.7,302.5,7.9
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,347.1,303.9,58.6
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,326.8,46.3
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,353.1,308.8,12.3
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,318.7,292.0,1.2
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,357.8,297.8,10.2
18.4,12.7,18.4,19.8,57.2,42.7,49.6,59,367.0,304.9,22.0
15.7,14.1,23.4,24.4,66.6,54.0,59.1,65,319.9,293.2,20.1
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,208.0,321.0,168.7
37.8,12.6,19.4,20.8,51.6,48.7,50.0,90,347.3,296.7,15.7
27.3,14.6,24.6,25.5,59.0,49.5,53.5,71,327.1,295.3,31.3
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,330.2,296.0,7.6
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,311.7,290.4,1.4
5.9,14.1,22.2,23.3,57.1,55.1,55.8,92,325.7,305.6,64.7
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,296.4,283.9,2.1
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,327.3,292.5,4.9
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,308.2,288.8,4.4
12.4,14.1,23.8,24.9,67.8,51.0,57.9,56,304.2,292.0,44.6
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,321.2,291.8,1.9
15.7,12.5,21.8,23.2,60.8,45.9,52.4,57,367.0,327.9,59.7
17.1,12.6,19.2,20.6,77.3,49.8,60.8,39,301.1,290.0,1.7
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,309.7,296.1,2.1
23.0,12.6,20.1,21.5,63.8,55.0,58.3,73,342.1,307.7,7.8
13.0,12.8,18.8,20.2,57.4,50.0,53.3,77,338.3,299.9,32.8
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,330.9,291.8,1.7
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,312.8,289.3,1.3
16.8,14.2,21.6,22.7,57.2,55.8,56.2,94,333.7,301.3,3.5
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,354.5,308.3,19.4
13.9,14.2,23.4,24.5,67.5,52.1,58.3,59,319.9,293.2,20.1
25.0,14.0,23.8,24.7,61.3,58.2,59.4,90,336.0,295.7,6.8
24.8,12.5,22.2,23.6,60.6,46.1,52.6,59,344.2,310.4,70.6
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,309.6,288.1,1.4
24.2,12.5,21.7,23.0,53.8,53.7,53.7,100,367.0,302.2,42.5
20.1,14.7,23.2,24.0,63.6,50.9,56.0,63,303.1,290.5,12.9
20.4,12.6,19.3,20.7,81.4,41.2,58.7,24,309.6,286.2,1.6
23.8,14.8,23.5,24.4,65.1,53.0,57.7,65,303.2,291.7,1.5
15.0,14.2,21.0,22.2,52.5,42.2,47.2,68,333.8,302.3,3.2
16.5,14.6,23.1,23.9,58.6,57.2,57.6,95,326.3,296.5,77.8
8.9,12.8,18.9,20.3,62.6,44.4,52.5,51,311.9,286.4,0.7
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,305.7,294.7,1.8
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,367.0,313.4,44.9
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,337.0,305.6,23.0
17.8,14.0,23.4,24.5,66.9,51.9,58.0,59,304.3,288.8,1.2
16.7,12.6,20.7,22.1,65.8,49.2,56.1,55,305.4,293.4,1.7
24.9,14.9,23.7,24.6,60.4,52.9,55.9,76,302.9,289.1,0.7
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,394.9,303.9,1339.2
31.0,14.8,22.7,23.7,62.9,55.0,58.1,76,325.8,300.0,157.0
18.4,12.7,18.4,19.8,57.2,42.7,49.6,59,317.3,300.0,56.3
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,351.9,297.8,6.2
26.4,12.5,22.1,23.5,72.8,49.2,58.6,43,347.3,296.9,8.8
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,327.1,294.7,3.6
29.7,12.6,19.5,20.9,64.8,49.6,55.8,57,300.0,288.4,1.5
9.2,14.1,24.6,25.5,53.9,50.7,52.0,89,344.2,310.4,70.6
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,326.5,55.6
8.1,14.7,21.8,23.0,59.1,57.0,57.7,92,323.6,301.0,45.8
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,324.4,295.2,3.3
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,309.6,291.1,3.7
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,300.2,289.4,1.4
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,355.0,310.5,53.5
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,338.2,288.3,12.9
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,334.0,290.1,4.5
31.1,12.7,18.1,19.5,66.9,39.8,52.5,37,367.0,310.2,12.6
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,355.5,308.8,18.0
22.5,15.1,23.3,24.2,61.7,53.0,56.4,73,304.2,289.1,1.2
15.0,14.7,23.6,24.5,57.7,52.8,54.8,83,300.8,288.5,0.5
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,308.9,293.5,3.1
7.8,14.1,20.8,21.9,48.0,46.2,47.1,94,367.0,310.2,12.6
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,333.3,296.1,3.4
22.5,14.0,22.4,23.5,63.6,50.5,56.0,63,309.8,283.6,1.5
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,367.0,302.8,13.2
16.5,14.0,22.4,23.5,58.4,50.8,54.0,76,328.4,286.8,47.2
19.3,12.5,21.9,23.2,59.9,50.9,54.8,73,342.8,313.0,33.9
19.8,14.8,23.6,24.6,66.4,51.4,57.3,58,306.1,291.2,1.4
19.4,14.2,23.4,24.4,69.9,51.3,59.0,53,319.9,293.2,20.1
22.1,12.6,20.1,21.5,74.8,50.0,59.8,42,297.1,286.8,0.5
21.6,12.6,20.5,21.8,57.0,52.5,54.4,85,356.3,309.2,49.8
16.3,14.4,24.6,25.5,50.4,48.3,49.2,93,367.0,306.9,76.9
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,305.3,292.9,2.6
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,317.3,295.9,5.5
8.1,14.1,23.8,24.8,53.4,52.5,52.9,97,342.6,299.1,36.6
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,367.0,309.4,19.8
17.5,15.2,22.4,23.4,58.4,57.5,57.8,97,349.5,301.1,13.9
26.4,12.5,22.1,23.5,72.8,49.2,58.6,43,334.6,297.3,23.5
20.3,14.4,22.2,23.3,59.6,58.9,59.2,98,346.5,310.5,15.8
16.5,14.9,23.4,24.4,66.6,54.1,58.9,64,320.1,292.9,2.3
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,306.6,292.8,1.2
19.7,12.8,19.2,20.6,58.6,56.8,57.4,94,354.7,303.0,69.9
37.9,12.8,18.1,19.5,62.0,41.6,51.1,47,367.0,310.2,12.6
23.4,15.0,23.3,24.2,56.8,56.1,56.3,97,345.6,305.5,9.5
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,346.9,301.5,9.6
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,367.0,310.3,11.3
13.2,14.8,23.6,24.5,56.7,55.8,56.1,97,311.0,293.3,19.4
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,312.9,300.6,1.8
21.5,12.8,18.8,20.2,73.1,48.2,58.2,41,330.5,293.2,2.3
22.5,12.7,20.1,21.5,66.7,51.0,57.2,56,330.8,291.5,6.9
16.1,12.5,21.8,23.2,58.6,47.6,52.5,67,367.0,327.9,59.7
25.3,14.3,24.0,24.9,57.4,55.5,56.2,93,332.3,301.1,53.1
21.5,14.4,24.6,25.5,71.2,48.1,58.0,45,315.0,289.4,6.3
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,323.9,291.6,4.0
11.2,13.9,24.5,25.4,53.3,53.1,53.1,99,355.7,319.8,58.0
33.9,12.8,18.5,19.9,73.7,47.1,58.0,39,309.9,285.6,2.6
20.6,14.9,23.1,23.9,58.1,57.8,57.8,98,351.3,307.8,57.3
23.9,14.6,24.6,25.5,75.9,50.5,60.0,40,305.3,294.1,2.9
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,321.4,306.7,25.8
14.0,14.9,22.9,23.8,68.5,54.4,59.6,60,346.7,305.9,46.1
9.6,14.3,24.0,24.9,55.8,52.4,53.9,89,310.1,287.7,10.3
23.4,15.0,23.3,24.2,56.8,56.1,56.3,97,348.9,308.4,10.6
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,317.6,295.8,41.4
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,324.6,291.6,2.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,316.0,295.3,11.4
37.0,12.4,19.4,20.8,49.4,48.8,49.1,98,353.4,286.3,9.5
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,339.6,296.3,13.2
29.9,15.2,22.2,23.3,56.0,53.4,54.5,91,348.5,306.4,7.0
19.6,14.6,22.2,23.0,76.6,49.6,59.8,37,342.4,308.7,42.1
23.2,12.8,18.9,20.3,49.8,44.6,47.6,86,333.0,299.0,35.6
17.8,12.9,19.0,20.4,71.9,48.8,58.2,44,308.7,290.2,1.0
21.5,14.7,21.8,23.0,68.8,53.9,60.0,61,301.9,289.2,5.7
24.2,14.7,22.8,23.7,58.2,55.9,56.8,92,355.6,307.5,33.6
10.9,14.2,23.3,24.4,55.9,55.5,55.7,99,337.6,297.9,4.7
33.3,12.6,20.4,21.8,61.1,50.9,55.6,71,367.0,302.1,14.4
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,311.2,291.2,1.9
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,367.0,332.6,236.5
33.1,12.8,18.1,19.5,55.3,47.6,50.9,75,367.0,310.2,12.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,326.7,296.5,2.7
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,315.7,294.4,2.4
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,318.0,291.4,2.5
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,312.5,289.8,1.8
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,322.7,293.3,9.1
29.9,15.2,22.2,23.3,56.0,53.4,54.5,91,330.5,304.3,4.4
12.0,14.1,23.3,24.3,69.3,55.0,60.5,61,305.3,294.3,4.0
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,330.4,299.2,5.4
24.4,12.7,20.2,21.5,64.6,50.0,56.0,59,310.4,286.5,9.5
37.5,12.5,21.1,22.5,70.9,49.0,57.8,45,348.8,306.4,54.2
33.3,12.6,20.4,21.8,61.1,50.9,55.6,71,367.0,306.4,18.0
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,337.4,296.6,10.8
18.4,12.4,19.8,21.2,66.0,48.5,55.8,53,295.3,284.9,0.8
42.6,13.4,18.1,19.4,56.3,48.4,51.7,74,367.0,310.2,12.6
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,333.2,292.2,23.0
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,344.7,304.8,14.4
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,367.0,309.5,12.2
18.0,12.9,19.2,20.6,53.6,52.9,53.2,97,367.0,305.6,50.6
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,385.4,304.1,204.6
17.1,14.5,22.2,23.2,55.5,52.3,53.7,89,347.3,296.7,15.7
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,354.6,297.1,54.3
23.3,12.6,20.6,22.0,56.8,55.3,55.8,94,348.2,306.7,20.5
16.3,14.8,21.9,23.0,76.6,49.9,60.2,39,324.6,305.5,18.0
33.9,12.8,18.5,19.9,73.7,47.1,58.0,39,308.9,285.5,1.9
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,335.5,299.2,6.7
12.3,12.9,19.1,20.5,73.9,46.8,58.0,38,308.7,290.2,1.0
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,315.5,284.7,1.6
31.2,14.2,23.7,24.6,68.7,56.5,61.0,65,328.4,303.3,51.0
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,312.7,292.7,1.2
22.9,14.0,23.7,24.7,51.7,52.0,51.7,100,343.2,301.1,43.8
10.9,13.8,22.7,23.9,52.7,52.3,52.4,99,303.7,291.5,12.9
16.7,15.1,22.4,23.3,56.7,55.9,56.2,98,356.6,330.9,37.3
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,353.0,299.7,371.4
20.0,14.5,23.6,24.5,57.1,56.5,56.6,97,324.3,300.6,11.4
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,367.0,305.0,26.0
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,325.8,296.6,5.0
27.7,12.6,21.1,22.5,70.8,49.6,58.2,47,323.0,292.6,19.4
22.9,12.9,18.7,20.0,65.3,49.2,55.9,56,303.7,292.7,9.2
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,367.0,300.7,15.7
27.5,12.6,19.4,20.8,48.7,47.6,48.1,96,425.4,311.1,1391.8
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,319.8,281.5,2.4
13.9,14.5,21.5,22.7,80.7,46.7,61.1,32,303.1,291.8,2.7
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,314.8,293.8,8.9
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,356.2,310.6,36.2
36.9,14.0,24.4,25.4,53.7,50.3,51.6,88,334.6,299.8,5.3
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,367.0,296.9,5.2
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,322.9,296.9,4.7
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,315.2,295.0,2.7
34.2,14.1,24.4,25.3,53.9,52.1,52.8,93,380.5,318.6,1180.3
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,367.0,334.1,99.5
23.9,14.6,24.6,25.5,75.9,50.5,60.0,40,303.2,290.3,7.0
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,352.6,310.5,249.2
37.5,12.5,21.1,22.5,70.9,49.0,57.8,45,339.4,305.2,36.4
26.6,14.9,21.8,22.9,57.1,55.0,55.7,93,331.2,298.0,63.7
13.1,13.9,22.8,23.9,62.2,50.4,55.3,66,315.0,292.5,19.1
21.6,15.1,23.3,24.2,57.8,57.7,57.7,99,341.7,310.7,23.3
49.7,12.8,18.6,20.0,51.0,48.9,49.8,92,337.9,292.4,4.7
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,325.0,290.2,9.7
16.7,15.1,22.4,23.3,56.7,55.9,56.2,98,345.8,308.4,8.4
19.4,14.1,21.0,22.2,65.2,50.6,56.7,60,308.4,287.5,1.1
17.1,14.9,23.1,23.9,64.6,54.1,58.0,69,314.2,290.5,1.9
24.3,13.8,23.8,24.8,68.5,50.9,57.8,53,300.6,289.4,1.6
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,305.5,295.5,1.7
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,301.5,289.2,2.7
25.7,12.5,19.7,21.0,52.7,51.9,52.3,97,345.4,301.1,5.4
26.6,14.9,21.8,22.9,57.1,55.0,55.7,93,343.7,300.0,7.5
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,347.9,304.4,16.4
26.3,12.5,22.3,23.7,88.6,41.9,61.2,19,338.0,301.6,9.1
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,367.0,314.5,132.1
20.3,14.5,23.2,24.0,58.3,56.6,57.2,94,323.0,307.9,15.6
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,347.8,295.5,20.5
14.5,13.9,22.3,23.4,60.4,52.9,55.9,76,331.4,304.9,24.6
10.1,12.7,18.3,19.7,86.7,30.8,57.1,13,316.9,292.0,1.7
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,313.0,290.8,1.2
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,315.9,284.4,5.8
24.8,12.9,19.0,20.4,40.6,40.8,40.7,100,319.2,282.4,26.9
20.8,12.9,19.1,20.5,70.3,48.1,57.2,45,327.4,293.0,3.4
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,356.6,313.7,11.8
31.3,12.5,21.6,23.0,64.4,53.1,57.5,66,332.3,296.8,21.0
24.9,14.9,23.7,24.6,60.4,52.9,55.9,76,323.2,288.7,1.9
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,367.0,334.1,29.4
26.3,14.5,24.0,24.8,59.0,49.4,53.5,71,312.9,289.0,1.7
33.9,12.8,18.5,19.9,73.7,47.1,58.0,39,296.3,284.3,0.5
12.8,14.0,23.7,24.7,54.0,53.4,53.6,98,367.0,301.3,54.3
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,367.0,313.4,82.9
19.0,14.0,24.4,25.4,73.0,53.8,61.6,53,306.3,295.3,8.2
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,353.2,299.7,7.6
23.3,14.1,23.4,24.5,70.1,57.5,62.2,65,326.8,297.9,43.4
