SurfaceWindGustsMph,ZeroToTenLiquidSoilMoisturePercent,TenToFortyLiquidSoilMoisturePercent,FortyToOneHundredLiquidSoilMoisturePercent,SurfaceTemperatureFahrenheit,SurfaceDewpointTemperatureFahrenheit,SurfaceWetBulbTemperatureFahrenheit,RelativeHumidityPercent,brightness,bright_t31,frp
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,320.3,295.1,11.9
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,345.5,68.0
26.6,14.5,24.0,24.8,55.9,49.9,52.5,80,304.3,289.2,3.0
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,334.3,294.8,9.4
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,335.5,305.2,39.5
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,367.0,323.4,38.5
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,310.3,288.5,1.7
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,323.3,293.6,69.4
16.5,14.6,23.1,23.9,58.6,57.2,57.6,95,340.9,304.3,5.8
18.2,12.6,20.8,22.2,56.3,52.8,54.5,90,355.6,306.8,192.2
15.9,12.6,20.8,22.2,72.9,51.4,59.6,47,305.3,294.3,4.0
20.8,12.4,19.8,21.2,56.7,56.0,56.2,97,336.7,306.7,2.9
29.3,12.9,18.6,20.0,73.4,48.6,58.7,42,321.9,304.6,25.8
23.7,14.1,22.3,23.4,63.9,52.5,57.2,67,321.6,285.0,1.3
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,367.0,330.1,79.8
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,367.0,316.8,26.0
22.6,15.1,23.2,24.1,60.6,50.7,54.9,70,317.0,293.5,1.7
13.2,14.8,23.6,24.5,56.7,55.8,56.1,97,308.2,294.7,14.3
42.6,14.8,21.7,22.9,54.8,49.9,52.0,84,354.0,318.4,25.1
23.5,14.2,24.3,25.2,58.5,57.3,57.8,96,342.4,309.0,170.0
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,328.8,293.3,8.8
10.7,14.0,23.8,24.8,54.3,53.4,53.7,97,367.0,302.2,42.5
17.1,14.9,23.1,23.9,64.6,54.1,58.0,69,312.1,290.5,1.9
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,306.2,294.9,1.7
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,347.8,297.9,4.3
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,313.7,290.2,1.2
27.5,14.2,23.7,24.7,52.7,53.2,52.7,100,307.0,292.8,9.9
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,353.4,286.3,9.5
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,309.9,291.6,3.5
19.4,12.6,20.9,22.3,58.1,52.7,54.8,82,313.9,293.9,67.9
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,344.0,299.7,59.4
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,303.7,291.4,1.4
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,309.0,293.7,2.3
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,310.1,289.4,1.2
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,320.2,290.5,4.2
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,347.5,300.7,11.6
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,367.0,302.4,10.1
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,354.5,292.5,21.9
36.4,14.1,24.4,25.3,61.3,53.4,56.5,75,367.0,307.7,15.7
39.3,12.8,18.1,19.5,62.9,40.9,51.2,44,367.0,310.2,12.6
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,342.7,297.0,70.8
16.8,14.5,22.2,23.3,55.5,52.6,53.9,90,347.3,296.7,15.7
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,367.0,307.3,6.0
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,306.9,293.1,7.9
34.5,12.8,22.7,24.1,65.5,43.3,53.2,44,353.7,300.8,300.3
24.6,14.8,22.8,23.7,57.3,56.2,56.6,96,367.0,304.8,17.4
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,313.3,292.4,2.0
20.8,12.7,20.1,21.5,76.0,50.1,60.3,40,299.5,284.4,1.7
17.3,12.9,19.1,20.5,55.2,54.4,54.5,96,341.8,303.3,11.0
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,349.7,294.7,10.1
8.8,14.1,23.4,24.5,55.9,55.9,55.9,100,316.3,299.4,26.9
28.3,12.5,21.8,23.2,79.5,50.5,61.7,36,326.6,292.7,27.9
9.3,13.9,22.7,23.8,58.4,56.8,57.5,95,318.9,300.0,47.9
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,330.7,295.7,44.5
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,330.3,302.3,65.3
24.2,14.7,22.8,23.7,58.2,55.9,56.8,92,365.8,297.2,282.6
17.1,12.3,19.8,21.2,66.3,53.9,58.5,64,321.1,291.6,20.7
19.0,14.9,23.4,24.3,56.5,55.5,55.8,96,326.0,299.0,21.4
36.1,12.4,19.4,20.8,54.3,51.2,52.5,89,342.3,295.5,7.7
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,354.3,302.5,6.4
18.1,15.2,23.4,24.2,59.2,52.6,55.3,79,300.3,285.8,0.5
22.5,12.7,20.1,21.5,66.7,51.0,57.2,56,321.9,290.7,3.2
14.2,14.1,24.5,25.4,67.7,53.4,59.2,61,319.9,296.6,4.6
25.0,14.4,24.5,25.4,59.3,53.7,55.9,82,363.8,309.9,173.9
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,341.7,296.2,106.7
38.2,12.4,19.4,20.8,62.1,51.3,55.6,67,343.0,272.7,6.1
21.5,14.6,24.6,25.5,63.8,52.8,57.2,68,356.9,315.5,37.0
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,303.4,291.6,5.4
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,345.3,304.7,5.1
19.7,14.0,23.4,24.5,65.8,53.5,58.4,65,304.3,288.8,1.2
10.2,14.0,24.4,25.3,57.1,55.6,56.1,95,342.9,305.1,6.8
18.4,12.7,18.4,19.8,57.2,42.7,49.6,59,341.0,303.2,281.8
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,310.1,294.5,30.1
28.8,14.6,23.5,24.4,66.7,58.8,61.6,76,363.5,298.7,170.7
28.6,14.8,24.0,24.8,52.9,52.8,52.8,100,323.6,291.4,33.9
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,338.4,295.8,5.2
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,367.0,327.4,25.3
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,319.8,286.8,1.6
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,318.7,296.9,25.6
22.1,12.4,19.7,21.1,71.3,53.8,60.2,53,295.3,284.9,0.8
29.2,14.9,22.8,23.7,55.9,55.7,55.9,100,315.5,294.4,12.1
25.2,12.5,21.0,22.4,76.7,48.7,60.0,38,311.8,289.7,2.4
17.7,14.2,21.4,22.6,81.9,42.7,59.7,26,316.9,292.0,1.7
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,367.0,300.2,18.4
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,335.3,297.1,4.3
25.0,12.9,19.0,20.4,40.8,40.8,40.7,100,319.2,282.4,26.9
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,307.9,291.4,2.2
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,304.1,291.8,1.2
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,315.2,290.8,1.1
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,313.2,293.0,3.0
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,317.9,293.7,20.8
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,314.5,295.5,39.4
24.9,14.9,23.7,24.6,60.4,52.9,55.9,76,307.6,291.6,1.4
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,352.9,316.8,24.8
8.3,14.7,21.8,23.0,61.5,52.4,56.1,73,306.8,292.4,12.0
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,320.4,296.5,4.2
16.5,14.9,23.4,24.4,66.6,54.1,58.9,64,319.8,296.2,2.2
32.4,14.2,23.7,24.6,63.8,57.2,59.7,79,367.0,301.7,33.4
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,346.3,293.9,6.7
14.0,13.9,23.9,24.9,57.7,50.3,53.5,77,336.1,298.2,44.0
27.3,12.5,21.8,23.1,53.1,49.8,51.3,89,342.6,299.1,36.6
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,307.0,290.7,1.2
6.2,14.2,21.4,22.5,55.0,53.0,53.6,91,346.3,316.9,10.5
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,331.1,293.2,27.5
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,355.6,302.9,207.8
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,355.0,308.0,76.4
34.2,14.9,24.0,24.8,53.1,53.1,53.0,100,309.7,291.4,9.8
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,367.0,313.5,10.7
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,321.9,297.8,3.9
23.8,14.8,23.5,24.4,65.1,53.0,57.7,65,328.8,291.6,2.5
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,367.0,335.4,115.8
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,299.8,39.0
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,328.9,299.9,4.7
21.1,12.6,20.0,21.4,71.3,49.2,58.0,45,338.6,294.3,4.3
18.0,14.8,23.6,24.5,62.7,58.0,59.7,85,367.0,331.4,120.0
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,307.9,291.6,5.4
15.2,14.3,23.8,24.9,52.9,51.6,52.1,95,316.6,293.3,56.6
20.3,12.5,19.7,21.1,53.7,53.0,53.3,97,332.1,306.6,51.0
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,340.5,296.7,24.0
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,308.2,286.3,1.1
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,367.0,332.8,115.8
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,208.0,320.4,197.1
26.0,15.6,22.7,23.7,54.9,53.2,53.8,94,358.9,313.4,74.8
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,350.6,402.5
16.9,14.2,24.7,25.6,67.4,54.7,59.7,65,337.9,309.4,64.3
18.2,12.5,21.0,22.4,54.9,52.0,53.0,89,316.3,299.4,26.9
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,317.1,293.4,1.7
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,327.9,292.0,4.1
15.3,14.1,23.2,24.3,68.9,51.0,58.4,54,326.8,290.9,6.1
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,324.3,293.5,5.6
18.0,12.9,19.0,20.4,58.8,50.9,54.2,75,346.0,294.5,5.6
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,318.1,288.2,1.2
37.5,12.5,21.1,22.5,70.9,49.0,57.8,45,330.8,302.0,21.5
23.2,14.9,23.3,24.2,58.7,57.0,57.5,94,340.4,297.3,11.6
29.0,12.5,19.6,21.0,58.8,51.5,54.4,76,333.2,306.7,3.8
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,311.4,287.2,0.8
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,306.1,295.5,9.1
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,305.7,289.0,3.7
33.3,12.6,20.4,21.8,61.1,50.9,55.6,71,327.5,298.7,46.2
19.0,12.8,18.9,20.3,72.2,45.7,57.0,39,297.4,282.7,0.6
28.6,14.8,24.0,24.8,52.9,52.8,52.8,100,319.1,293.6,26.9
12.8,14.2,23.9,24.9,56.9,56.0,56.4,97,334.8,296.2,48.7
15.0,14.7,23.6,24.5,57.7,52.8,54.8,83,305.0,284.6,0.6
42.0,12.9,18.6,19.9,62.3,45.3,52.8,53,295.2,279.8,1.8
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,367.0,304.8,19.9
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,340.5,293.6,9.3
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,327.4,284.7,5.4
18.9,14.2,23.7,24.8,63.8,55.0,58.4,73,323.0,292.6,19.4
30.9,14.8,21.9,23.0,76.6,50.2,60.2,39,314.0,294.2,3.7
21.6,14.2,21.0,22.2,61.4,41.9,51.1,49,298.2,286.7,0.7
26.1,14.2,24.4,25.2,67.0,57.2,60.7,71,318.2,299.9,76.0
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,350.6,317.6,21.8
20.6,14.7,23.3,24.3,66.3,58.8,61.5,77,353.3,309.6,66.1
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,367.0,316.2,42.3
21.9,14.0,22.3,23.5,57.4,51.7,54.0,81,333.7,298.7,90.8
15.4,14.5,24.7,25.5,47.5,47.0,47.2,98,312.9,296.6,28.7
17.7,14.4,24.6,25.5,54.0,50.9,52.1,89,367.0,306.9,76.9
19.6,14.1,23.8,24.8,72.3,51.1,59.8,49,314.9,292.5,117.6
21.6,14.1,22.7,23.8,68.2,53.9,59.5,61,299.5,284.4,1.7
30.9,14.8,21.9,23.0,76.6,50.2,60.2,39,310.2,291.7,1.9
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,310.8,295.1,2.7
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,323.1,292.2,2.5
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,361.9,293.4,106.3
20.8,12.9,19.1,20.5,70.3,48.1,57.2,45,305.0,290.9,3.4
16.5,14.9,23.4,24.4,66.6,54.1,58.9,64,324.9,295.3,3.8
27.6,14.8,24.0,24.8,57.1,54.5,55.5,91,367.0,336.4,102.8
24.6,14.2,24.4,25.3,62.6,54.3,57.6,74,367.0,306.1,17.3
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,314.4,293.2,1.7
33.4,12.6,19.6,20.9,66.6,52.8,58.0,60,318.7,286.3,2.6
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,306.4,294.6,2.4
16.7,15.1,22.4,23.3,56.7,55.9,56.2,98,328.4,302.5,19.4
32.1,15.1,23.1,24.0,58.7,51.0,54.2,76,327.4,288.5,1.9
29.1,14.9,21.8,22.9,62.2,55.3,58.0,79,367.0,291.3,32.6
17.5,15.2,22.4,23.4,58.4,57.5,57.8,97,341.8,303.3,11.0
24.0,14.1,23.7,24.7,58.8,53.5,55.7,82,303.5,289.0,3.8
24.6,12.6,22.0,23.4,65.5,51.0,56.7,59,367.0,299.0,11.6
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,346.7,303.6,9.2
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,321.6,294.1,5.6
21.1,12.6,20.0,21.4,71.3,49.2,58.0,45,303.8,291.3,2.0
20.4,12.9,19.1,20.5,66.7,54.0,58.7,63,324.2,301.8,49.5
10.5,13.9,22.6,23.8,55.8,54.6,55.1,97,341.6,305.5,61.0
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,342.3,307.2,33.3
31.8,14.3,21.5,22.6,61.5,46.6,53.2,58,300.7,280.6,1.3
15.0,14.7,23.6,24.5,57.7,52.8,54.8,83,299.1,287.2,1.6
25.8,12.6,20.3,21.7,50.2,50.5,50.2,100,355.6,302.9,207.8
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,367.0,304.3,25.6
29.3,12.6,19.5,20.9,51.1,49.2,50.1,94,329.2,304.2,19.6
23.4,15.0,23.3,24.2,56.8,56.1,56.3,97,336.8,302.3,7.9
10.7,14.0,23.8,24.7,62.8,53.3,57.1,72,367.0,299.2,13.0
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,354.2,294.4,5.1
18.8,14.1,21.6,22.8,54.6,53.2,53.8,95,310.2,294.9,26.1
36.9,12.8,18.5,19.8,55.7,51.6,53.7,88,323.5,306.7,10.8
13.0,12.8,18.8,20.2,57.4,50.0,53.3,77,349.2,301.1,53.0
20.6,15.1,23.3,24.2,63.1,58.3,60.0,84,322.0,297.5,51.2
20.3,14.7,23.2,24.0,57.3,55.7,56.3,94,338.5,308.7,8.1
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,343.1,294.0,6.6
15.3,12.7,17.9,19.2,75.7,32.9,53.8,21,367.0,310.2,12.6
25.3,12.6,22.0,23.4,90.1,47.3,63.8,23,306.3,295.3,8.2
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,303.3,293.1,1.0
26.1,14.3,24.5,25.3,56.5,53.9,54.9,91,319.5,293.0,17.3
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,307.3,279.2,1.6
32.1,15.1,23.1,24.0,58.7,51.0,54.2,76,306.0,285.0,2.1
33.9,12.8,18.5,19.9,73.7,47.1,58.0,39,311.3,285.8,2.0
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,316.3,289.8,3.0
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,353.4,306.4,7.3
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,328.9,288.2,2.7
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,311.7,293.6,2.8
34.3,12.5,21.5,22.9,51.9,50.3,51.0,94,327.0,304.7,44.3
24.4,12.7,20.2,21.5,64.6,50.0,56.0,59,340.0,292.7,15.0
24.2,12.8,18.9,20.3,49.5,44.8,47.5,87,333.0,299.0,35.6
20.3,14.7,23.2,24.0,57.3,55.7,56.3,94,367.0,334.4,41.6
11.5,14.0,24.5,25.4,53.8,53.4,53.6,99,355.7,319.8,58.0
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,333.4,298.0,102.9
49.7,12.8,18.6,20.0,51.0,48.9,49.8,92,344.5,296.4,9.3
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,343.4,298.6,6.1
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,350.0,303.5,31.0
21.6,14.1,23.8,24.8,71.1,52.3,60.0,53,314.9,292.5,117.6
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,322.8,292.5,7.5
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,305.3,294.4,1.9
16.7,12.6,20.7,22.1,65.8,49.2,56.1,55,338.2,291.1,3.0
20.8,12.4,19.8,21.2,56.7,56.0,56.2,97,350.3,309.3,9.6
22.5,12.7,20.1,21.5,66.7,51.0,57.2,56,315.7,290.3,9.4
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,351.3,303.8,16.9
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,299.1,288.7,0.8
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,351.3,305.8,18.4
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,311.0,291.7,1.1
31.4,12.5,21.3,22.7,69.8,53.4,59.6,56,304.4,286.6,17.8
24.3,13.8,23.8,24.8,68.5,50.9,57.8,53,307.0,293.7,5.5
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,356.7,302.8,10.8
24.0,14.1,23.7,24.7,58.8,53.5,55.7,82,320.9,290.3,3.7
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,306.1,292.7,1.7
23.8,14.8,23.5,24.4,65.1,53.0,57.7,65,301.3,290.6,0.9
29.5,14.6,21.2,22.4,61.4,50.2,54.9,67,367.0,310.2,12.6
24.5,12.6,20.9,22.3,79.3,48.8,60.9,35,300.0,289.1,1.3
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,322.5,291.2,3.0
9.2,14.3,21.8,23.1,50.9,50.8,50.8,99,337.1,297.8,181.8
23.6,12.6,20.9,22.3,84.1,50.6,63.2,31,303.9,291.9,1.6
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,346.8,317.6,57.2
23.7,12.5,19.7,21.1,73.9,49.5,59.2,42,304.0,286.2,1.0
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,311.2,291.9,1.7
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,344.1,321.1,20.1
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,301.5,288.9,0.6
24.2,12.9,19.0,20.4,68.0,48.4,56.7,50,298.2,285.6,1.5
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,349.4,302.0,26.9
7.8,14.0,20.8,21.9,69.5,42.7,55.1,40,367.0,310.2,12.6
19.7,14.3,23.9,24.9,63.1,49.0,55.1,61,316.8,292.4,2.6
42.6,14.8,21.7,22.9,54.8,49.9,52.0,84,339.7,302.5,7.9
26.1,14.3,24.5,25.3,56.5,53.9,54.9,91,321.9,295.3,15.8
29.0,14.6,23.5,24.4,61.6,58.7,59.7,91,352.8,318.1,37.4
13.1,15.0,22.5,23.4,62.4,55.1,58.0,78,323.5,298.5,67.4
19.4,12.9,19.1,20.5,72.0,51.2,59.3,48,330.4,304.6,22.4
8.9,12.8,18.9,20.3,62.6,44.4,52.5,51,329.5,287.8,2.9
17.8,14.5,21.9,23.0,65.8,56.3,60.0,72,301.4,288.3,0.8
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,333.2,293.9,5.5
24.0,14.1,23.7,24.7,58.8,53.5,55.7,82,309.4,288.8,4.2
19.5,14.5,22.2,23.3,57.4,51.7,54.0,81,340.0,305.5,49.8
20.3,14.7,23.2,24.0,57.3,55.7,56.3,94,353.4,311.2,8.1
19.8,14.8,23.6,24.6,66.4,51.4,57.3,58,311.9,294.8,6.7
16.0,12.9,18.8,20.1,71.6,37.8,53.8,29,304.1,293.2,2.8
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,324.2,293.6,3.3
24.6,14.8,22.8,23.7,57.3,56.2,56.6,96,367.0,321.2,33.5
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,348.2,307.3,7.9
30.6,12.5,21.2,22.6,75.2,45.5,57.9,35,316.8,292.4,2.6
20.3,14.7,23.2,24.0,57.3,55.7,56.3,94,336.2,308.7,11.6
8.7,14.5,21.1,22.3,62.6,41.3,51.2,45,367.0,310.2,12.6
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,367.0,298.2,14.9
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,308.2,290.6,1.1
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,354.2,295.0,18.4
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,303.2,289.7,1.5
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,367.0,307.6,9.8
7.6,14.2,21.4,22.5,52.9,50.3,51.4,91,346.3,316.9,10.5
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,335.0,293.1,6.4
20.4,12.8,18.8,20.2,82.7,44.5,60.3,26,302.6,290.2,5.9
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,314.0,295.8,6.2
28.8,12.5,19.6,21.0,62.9,49.1,54.8,60,318.7,286.3,2.6
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,319.7,291.2,1.2
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,315.0,293.6,3.7
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,330.2,294.4,3.6
19.3,12.5,21.9,23.2,59.9,50.9,54.8,73,355.6,321.3,13.5
33.3,12.6,20.4,21.8,61.1,50.9,55.6,71,367.0,307.7,27.5
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,350.6,293.1,5.2
29.9,14.4,24.4,25.3,50.4,49.7,50.0,97,380.9,304.5,248.7
21.4,14.8,23.3,24.2,66.9,57.5,61.0,72,363.5,302.3,99.3
23.2,12.5,22.3,23.6,80.0,45.1,59.5,29,427.6,312.9,840.0
30.3,12.5,22.1,23.5,74.7,47.8,58.7,38,315.8,296.7,20.9
24.4,12.7,18.4,19.8,53.8,47.6,51.2,84,325.5,307.6,104.5
19.3,12.5,21.9,23.2,59.9,50.9,54.8,73,367.0,342.3,141.6
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,327.3,295.3,3.6
35.4,12.5,21.1,22.5,50.1,48.5,49.2,95,361.6,303.2,693.8
34.1,14.5,24.0,24.8,56.9,54.6,55.4,91,338.4,302.3,5.5
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,326.4,296.9,14.7
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,341.9,310.9,15.5
23.0,12.6,20.1,21.5,63.8,55.0,58.3,73,352.0,317.1,32.9
12.5,14.5,21.2,22.4,56.4,53.4,54.6,90,367.0,310.2,12.6
32.1,15.1,23.1,24.0,58.7,51.0,54.2,76,295.1,283.7,1.2
18.6,14.1,20.9,22.2,50.1,48.7,49.4,95,367.0,310.2,12.6
21.4,14.1,22.7,23.8,69.5,53.2,59.7,57,299.5,284.4,1.7
12.1,14.3,23.9,24.9,55.8,54.6,55.1,96,335.2,298.4,1.9
18.8,14.5,21.7,22.9,62.3,52.9,56.7,72,298.2,285.6,1.5
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,386.0,314.8,173.0
5.6,14.2,24.7,25.6,52.7,51.0,51.7,93,371.6,309.6,472.3
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,304.3,284.7,6.3
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,315.2,293.8,3.7
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,350.5,319.0,27.5
12.2,12.6,20.9,22.3,55.8,54.0,54.9,95,355.8,301.7,12.6
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,312.3,278.6,2.4
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,318.0,290.6,1.4
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,328.2,304.6,53.2
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,301.0,288.4,1.1
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,330.6,303.1,18.3
29.1,12.5,21.3,22.7,60.8,47.9,53.4,62,300.8,287.6,38.8
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,331.9,287.8,13.6
22.5,12.7,20.1,21.5,66.7,51.0,57.2,56,306.2,289.1,4.5
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,344.3,304.1,14.6
21.2,12.6,20.7,22.1,55.9,54.4,55.0,94,339.2,304.3,37.9
30.9,12.5,21.5,22.9,50.7,47.0,49.0,89,315.4,291.9,53.8
20.5,14.3,22.0,23.1,63.6,53.0,57.3,69,299.6,278.9,1.2
26.0,15.6,22.7,23.7,54.9,53.2,53.8,94,329.2,304.2,19.6
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,342.5,295.0,3.3
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,309.2,291.1,1.5
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,342.9,300.5,10.5
11.2,14.7,21.8,23.0,62.4,57.1,58.9,82,301.9,289.2,5.7
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,303.1,286.2,0.4
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,312.6,292.8,5.4
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,316.3,292.4,1.4
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,345.4,301.7,35.6
10.2,14.1,20.8,21.9,71.4,43.1,56.1,38,367.0,310.2,12.6
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,339.7,296.1,7.2
30.9,12.5,21.5,22.9,50.7,47.0,49.0,89,326.8,293.9,92.3
